Date,Open,High,Low,Close,Adj Close,Volume
2010-03-01,2.980000,3.290000,2.360000,2.760000,1.737951,4111700
2010-04-01,2.770000,3.490000,2.670000,3.210000,2.021312,3098800
2010-05-01,3.240000,3.420000,2.310000,2.930000,1.844999,2583200
2010-06-01,2.900000,2.930000,1.920000,2.110000,1.328650,9386700
2010-07-01,2.070000,2.400000,1.730000,2.160000,1.360136,4430500
2010-08-01,2.190000,2.340000,1.510000,1.560000,0.982320,3730900
2010-09-01,1.590000,2.050000,1.580000,1.990000,1.253088,3138100
2010-10-01,2.010000,2.490000,1.920000,2.120000,1.334948,2709800
2010-11-01,2.120000,2.620000,1.980000,2.490000,1.567934,2144200
2010-12-01,2.540000,2.600000,2.280000,2.570000,1.618310,2667000
2011-01-01,2.590000,2.600000,2.100000,2.160000,1.360136,3392500
2011-02-01,2.160000,2.530000,2.120000,2.350000,1.479777,1622700
2011-03-01,2.360000,2.750000,2.010000,2.710000,1.706467,4892700
2011-04-01,2.750000,2.780000,2.200000,2.360000,1.486074,2308200
2011-05-01,2.360000,2.370000,1.910000,2.070000,1.303463,2069700
2011-06-01,2.070000,2.130000,1.790000,1.850000,1.164931,3180900
2011-07-01,1.860000,2.100000,1.830000,1.930000,1.215306,1677300
2011-08-01,1.950000,2.000000,1.050000,1.130000,0.711552,2958100
2011-09-01,1.130000,1.370000,0.950000,1.020000,0.642286,2499900
2011-10-01,1.050000,1.850000,0.750000,1.650000,1.038992,3001600
2011-11-01,1.600000,1.850000,1.060000,1.570000,0.988617,2015300
2011-12-01,1.550000,1.910000,1.380000,1.560000,0.982320,2730500
2012-01-01,1.650000,1.950000,1.350000,1.790000,1.171642,2273100
2012-02-01,1.810000,1.900000,1.600000,1.660000,1.086551,1757600
2012-03-01,1.690000,1.830000,1.480000,1.710000,1.119278,1780600
2012-04-01,1.700000,1.850000,1.490000,1.570000,1.027642,2398000
2012-05-01,1.580000,1.600000,1.140000,1.340000,0.877095,1989300
2012-06-01,1.280000,1.430000,1.180000,1.210000,0.792004,2434200
2012-07-01,1.210000,1.550000,1.130000,1.240000,0.811640,1409300
2012-08-01,1.250000,1.360000,1.100000,1.140000,0.746185,3613600
2012-09-01,1.150000,1.450000,1.130000,1.340000,0.877095,2590200
2012-10-01,1.370000,1.450000,1.230000,1.350000,0.883641,1263600
2012-11-01,1.360000,1.550000,1.130000,1.500000,0.981823,2849400
2012-12-01,1.520000,1.730000,1.400000,1.660000,1.086551,3017600
2013-01-01,1.740000,2.210000,1.640000,1.880000,1.331005,7334500
2013-02-01,1.900000,2.040000,1.780000,2.000000,1.415962,6144100
2013-03-01,1.980000,3.530000,1.960000,3.190000,2.258460,19782000
