Date,Open,High,Low,Close,Adj Close,Volume
2010-03-01,0.035000,0.039000,0.027000,0.030000,0.030000,610050
2010-04-01,0.030000,0.039000,0.026000,0.030000,0.030000,458872
2010-05-01,0.027000,0.033000,0.027000,0.033000,0.033000,16834
2010-06-01,0.026000,0.034000,0.014000,0.023000,0.023000,33848
2010-07-01,0.022000,0.033000,0.021000,0.022000,0.022000,119810
2010-08-01,0.021000,0.030000,0.015000,0.026000,0.026000,615860
2010-09-01,0.025000,0.039000,0.024000,0.039000,0.039000,563491
2010-10-01,0.035000,0.038000,0.021000,0.024000,0.024000,349748
2010-11-01,0.023000,0.033000,0.021000,0.022000,0.022000,98272
2010-12-01,0.021000,0.077000,0.021000,0.033000,0.033000,3434157
2011-01-01,0.033000,0.033000,0.022000,0.022000,0.022000,114487
2011-02-01,null,null,null,null,null,null
2011-03-01,null,null,null,null,null,null
2011-04-01,null,null,null,null,null,null
2011-05-01,null,null,null,null,null,null
2011-06-01,null,null,null,null,null,null
2011-07-01,null,null,null,null,null,null
2011-08-01,null,null,null,null,null,null
2011-09-01,null,null,null,null,null,null
2011-10-01,null,null,null,null,null,null
2011-11-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2011-12-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-01-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-02-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-03-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-04-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-05-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-06-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-07-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-08-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-09-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-10-01,0.029000,0.029000,0.022000,0.029000,0.029000,0
2012-11-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2012-12-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2013-01-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2013-02-01,0.029000,0.029000,0.029000,0.029000,0.029000,0
2013-03-01,0.029000,0.029000,0.022000,0.022000,0.022000,0
2013-04-01,0.029000,0.029000,0.022000,0.029000,0.029000,0
2013-05-01,0.029000,0.029000,0.022000,0.029000,0.029000,0
2013-06-01,0.022000,0.029000,0.022000,0.029000,0.029000,0
2013-07-01,0.022000,0.029000,0.022000,0.022000,0.022000,0
2013-08-01,null,null,null,null,null,null
2013-09-01,null,null,null,null,null,null
2013-10-01,null,null,null,null,null,null
2013-11-01,null,null,null,null,null,null
2013-12-01,null,null,null,null,null,null
