Date,Open,High,Low,Close,Adj Close,Volume
2018-10-01,39.000000,39.299999,24.670000,28.299999,28.299999,11292600
2018-11-01,28.320000,33.869999,26.450001,29.709999,29.709999,5195100
2018-12-01,30.320000,33.820000,25.570000,27.809999,27.809999,6860600
2019-01-01,27.600000,32.860001,26.600000,30.010000,30.010000,3172400
2019-02-01,30.000000,31.980000,29.139999,29.580000,29.580000,2691000
2019-03-01,29.780001,32.820000,19.040001,19.170000,19.170000,26704400
2019-04-01,19.370001,25.040001,19.260000,25.000000,25.000000,16923900
2019-05-01,24.809999,24.990000,15.300000,15.660000,15.660000,29095300
2019-06-01,15.520000,17.719999,15.490000,16.200001,16.200001,25797200
2019-07-01,16.350000,17.969999,15.700000,17.690001,17.690001,11955300
2019-08-01,17.680000,19.990000,15.850000,17.480000,17.480000,23576400
2019-09-01,17.400000,19.830000,16.799999,17.709999,17.709999,14398500
2019-10-01,17.840000,18.570000,16.620001,17.980000,17.980000,12876400
2019-11-01,18.100000,22.000000,16.660000,21.510000,21.510000,18871500
2019-12-01,21.490000,21.600000,18.410000,20.170000,20.170000,12117100
2020-01-01,20.330000,22.900000,19.950001,21.150000,21.150000,11481600
2020-02-01,21.200001,22.299999,12.860000,14.610000,14.610000,16244300
2020-03-01,14.740000,14.790000,5.800000,7.300000,7.300000,47445700
2020-04-01,7.100000,10.000000,5.710000,9.120000,9.120000,30230800
2020-05-01,9.070000,10.560000,6.330000,8.620000,8.620000,42345400
2020-06-01,8.680000,12.660000,7.750000,8.570000,8.570000,56006700
2020-07-01,8.570000,9.640000,8.180000,8.520000,8.520000,35889500
2020-08-01,8.570000,11.110000,8.370000,10.750000,10.750000,21602300
2020-09-01,10.660000,13.060000,10.180000,10.850000,10.850000,26569800
2020-10-01,10.920000,11.280000,9.010000,9.230000,9.230000,17405100
2020-11-01,9.400000,17.520000,9.060000,16.770000,16.770000,36552100
2020-12-01,17.000000,19.389999,16.190001,18.100000,18.100000,19546200
2021-01-01,18.190001,19.959999,16.110001,17.850000,17.850000,19754700
2021-02-01,18.170000,22.340000,16.600000,19.870001,19.870001,27526800
2021-03-01,20.480000,26.520000,20.139999,22.160000,22.160000,49769900
2021-04-01,22.540001,24.459999,20.090000,23.570000,23.570000,25569500
2021-05-01,23.799999,24.000000,19.020000,20.299999,20.299999,32150500
2021-06-01,20.459999,22.059999,18.580000,19.000000,19.000000,24867600
2021-07-01,19.160000,19.410000,15.570000,17.770000,17.770000,28941000
2021-08-01,17.910000,18.870001,15.530000,17.680000,17.680000,17009400
2021-09-01,17.780001,19.799999,16.620001,18.910000,18.910000,14826700
2021-10-01,19.110001,21.090000,18.889999,20.240000,20.240000,13594200
2021-11-01,20.299999,22.520000,14.350000,15.100000,15.100000,20301000
2021-12-01,15.620000,17.750000,13.050000,17.440001,17.440001,22244700
2022-01-01,17.660000,18.150000,12.600000,14.330000,14.330000,21246500
2022-02-01,14.470000,16.160000,12.950000,15.110000,15.110000,16468400
2022-03-01,15.110000,15.260000,12.710000,14.770000,14.770000,17622600
2022-04-01,14.960000,15.750000,10.490000,10.580000,10.580000,21839100
2022-05-01,10.640000,12.600000,10.210000,11.730000,11.730000,24207400
2022-06-01,11.820000,12.890000,9.710000,10.270000,10.270000,24559200
2022-07-01,10.310000,11.770000,8.930000,9.360000,9.360000,21189200
2022-08-01,9.200000,9.210000,7.060000,7.110000,7.110000,40438300
2022-09-01,7.080000,8.400000,6.000000,6.080000,6.080000,34868200
2022-10-01,6.190000,6.860000,5.760000,6.570000,6.570000,20510300
2022-11-01,6.740000,7.580000,6.050000,7.290000,7.290000,19187200
2022-12-01,7.260000,7.670000,5.300000,5.860000,5.860000,17224800
2023-01-01,5.990000,8.910000,5.720000,8.890000,8.890000,21432400
2023-02-01,8.800000,9.560000,7.980000,8.760000,8.760000,21804100
2023-03-01,9.190000,10.150000,7.830000,8.580000,8.580000,22310000
2023-04-01,8.500000,8.690000,7.070000,7.270000,7.270000,29720900
2023-05-01,7.200000,8.040000,6.210000,7.260000,7.260000,43090600
2023-06-01,7.250000,9.740000,7.200000,9.550000,9.550000,29341300
2023-07-01,9.470000,11.820000,8.810000,11.510000,11.510000,24116900
2023-08-01,11.410000,11.910000,9.910000,10.130000,10.130000,27342500
2023-09-01,10.250000,10.400000,9.360000,9.860000,9.860000,16902000
2023-10-01,9.830000,9.880000,8.270000,8.400000,8.400000,6692500
