Date,Open,High,Low,Close,Adj Close,Volume
2010-03-01,0.080000,0.092500,0.070000,0.075000,0.075000,2482287
2010-04-01,0.080000,0.150000,0.060000,0.080000,0.080000,6535465
2010-05-01,0.080000,0.115000,0.070000,0.070000,0.070000,2604830
2010-06-01,0.070000,0.090000,0.060000,0.065000,0.065000,1921657
2010-07-01,0.060000,0.063000,0.030000,0.030300,0.030300,3069606
2010-08-01,0.033000,0.033000,0.015000,0.023000,0.023000,9782421
2010-09-01,0.080000,0.080000,0.021500,0.030000,0.030000,1360691
2010-10-01,0.028000,0.115000,0.028000,0.050000,0.050000,2575113
2010-11-01,0.050000,0.050000,0.030000,0.036000,0.036000,995936
2010-12-01,0.036000,0.050000,0.030000,0.044000,0.044000,1779928
2011-01-01,0.042000,0.090000,0.042000,0.060000,0.060000,4025543
2011-02-01,0.052000,0.080000,0.042000,0.050000,0.050000,2830522
2011-03-01,0.042000,0.052000,0.041000,0.050000,0.050000,732212
2011-04-01,0.060000,0.060000,0.030000,0.030000,0.030000,1914796
2011-05-01,0.040000,0.040000,0.030000,0.033000,0.033000,841928
2011-06-01,0.033000,0.035000,0.029000,0.029000,0.029000,996476
2011-07-01,0.033000,0.034000,0.020000,0.030000,0.030000,329650
2011-08-01,0.033000,0.034000,0.020000,0.034000,0.034000,493012
2011-09-01,0.030000,0.040000,0.020000,0.030000,0.030000,895987
2011-10-01,0.030000,0.040000,0.025000,0.029000,0.029000,832511
2011-11-01,0.027000,0.045000,0.025000,0.040000,0.040000,1203526
2011-12-01,0.027000,0.040000,0.022000,0.033000,0.033000,1424603
2012-01-01,0.033000,0.080000,0.022100,0.055000,0.055000,1507230
2012-02-01,0.050000,0.060000,0.040000,0.057000,0.057000,603993
2012-03-01,0.050000,0.060000,0.040000,0.049800,0.049800,731427
2012-04-01,0.035000,0.070000,0.035000,0.065000,0.065000,2374580
2012-05-01,0.060000,0.075000,0.040000,0.040000,0.040000,1714360
2012-06-01,0.035200,0.060000,0.011000,0.018000,0.018000,9893814
2012-07-01,0.018000,0.026000,0.015000,0.017000,0.017000,958273
2012-08-01,0.017000,0.019000,0.010000,0.015000,0.015000,1921081
2012-09-01,0.015000,0.020000,0.015000,0.016000,0.016000,3601032
2012-10-01,0.016200,0.016200,0.010000,0.012500,0.012500,2199221
2012-11-01,0.012000,0.015000,0.008100,0.008100,0.008100,2698340
2012-12-01,0.008100,0.010000,0.001600,0.004600,0.004600,8198591
2013-01-01,0.004600,0.014500,0.004500,0.014000,0.014000,6171059
2013-02-01,0.014000,0.014000,0.000900,0.008600,0.008600,3577408
2013-03-01,0.008700,0.012700,0.008600,0.009000,0.009000,2149220
2013-04-01,0.010000,0.011000,0.007300,0.010000,0.010000,3283995
2013-05-01,0.007500,0.012500,0.007000,0.011000,0.011000,758216
2013-06-01,0.009500,0.010000,0.005000,0.008000,0.008000,2754876
2013-07-01,0.006600,0.007000,0.005000,0.005000,0.005000,3146553
2013-08-01,0.005000,0.006000,0.002000,0.004900,0.004900,2868359
2013-09-01,0.004900,0.005000,0.003000,0.004000,0.004000,1822130
2013-10-01,0.003900,0.004000,0.001800,0.001800,0.001800,1957811
2013-11-01,0.002200,0.003500,0.002200,0.003000,0.003000,827920
2013-12-01,0.002700,0.005000,0.002000,0.002500,0.002500,7326532
2014-01-01,0.002500,0.050000,0.002500,0.016200,0.016200,12809554
2014-02-01,0.016000,0.032000,0.013100,0.019000,0.019000,10420989
2014-03-01,0.019500,0.022900,0.010000,0.014200,0.014200,12002994
2014-04-01,0.014200,0.016300,0.011100,0.013500,0.013500,2569259
2014-05-01,0.013900,0.018000,0.005000,0.017000,0.017000,2799001
2014-06-01,0.010100,0.016000,0.010100,0.012600,0.012600,3013175
2014-07-01,0.012900,0.014900,0.005000,0.009400,0.009400,5118261
2014-08-01,0.009400,0.014000,0.005100,0.012000,0.012000,1241934
2014-09-01,0.012000,0.012000,0.003100,0.011000,0.011000,1087948
2014-10-01,0.011000,0.026000,0.005000,0.025000,0.025000,4280670
2014-11-01,0.025000,0.025000,0.007200,0.009600,0.009600,1977896
2014-12-01,0.009700,0.014500,0.005500,0.009000,0.009000,2971335
2015-01-01,0.009000,0.015000,0.007100,0.010000,0.010000,558396
2015-02-01,0.010000,0.010000,0.005100,0.005100,0.005100,2120196
2015-03-01,0.005600,0.008400,0.005000,0.005500,0.005500,1563915
2015-04-01,0.005700,0.050000,0.005000,0.010100,0.010100,2419509
2015-05-01,0.010000,0.012000,0.006400,0.008000,0.008000,1289687
2015-06-01,0.008000,0.008500,0.004000,0.005000,0.005000,3252949
2015-07-01,0.005000,0.005500,0.003100,0.005000,0.005000,3710620
2015-08-01,0.005000,0.030000,0.004500,0.014000,0.014000,18579422
2015-09-01,0.014500,0.035000,0.012500,0.016400,0.016400,6476451
2015-10-01,0.016400,0.029500,0.015100,0.020600,0.020600,2649219
2015-11-01,0.018900,0.027500,0.018900,0.022300,0.022300,2084883
2015-12-01,0.020000,0.030000,0.015000,0.028900,0.028900,1658253
2016-01-01,0.028900,0.028900,0.012500,0.027000,0.027000,2103411
2016-02-01,0.013200,0.029600,0.013100,0.014400,0.014400,2669027
2016-03-01,0.014100,0.027000,0.012500,0.013600,0.013600,2879055
2016-04-01,0.013500,0.021900,0.010100,0.013000,0.013000,1685014
2016-05-01,0.010100,0.015000,0.007900,0.011200,0.011200,1997637
2016-06-01,0.011200,0.012000,0.003100,0.008100,0.008100,1750430
2016-07-01,0.008100,0.012500,0.005300,0.006700,0.006700,2182426
2016-08-01,0.006700,0.008600,0.005500,0.008200,0.008200,1724323
2016-09-01,0.005600,0.008000,0.002500,0.006500,0.006500,2774935
2016-10-01,0.006500,0.007500,0.003700,0.004700,0.004700,2120204
2016-11-01,0.004600,0.006000,0.002500,0.004900,0.004900,2585591
2016-12-01,0.003800,0.004900,0.002500,0.004400,0.004400,2824617
2017-01-01,0.004400,0.004500,0.002600,0.003100,0.003100,3352975
2017-02-01,0.003100,0.009600,0.002500,0.003000,0.003000,3702185
2017-03-01,0.003200,0.005000,0.003000,0.003000,0.003000,2073730
2017-04-01,0.003000,0.004000,0.002000,0.003100,0.003100,3564608
2017-05-01,0.002400,0.004200,0.002400,0.003100,0.003100,1586290
2017-06-01,0.002500,0.004200,0.002500,0.002600,0.002600,1418498
2017-07-01,0.002600,0.004000,0.001200,0.003000,0.003000,4737657
2017-08-01,0.003000,0.004000,0.001000,0.003900,0.003900,3779307
2017-09-01,0.001500,0.004500,0.001500,0.004000,0.004000,1796158
2017-10-01,0.002000,0.004000,0.001600,0.001600,0.001600,1176521
2017-11-01,0.003100,0.004000,0.001200,0.003000,0.003000,1667094
2017-12-01,0.001600,0.003000,0.001500,0.001710,0.001710,2899599
2018-01-01,0.001710,0.002900,0.001500,0.001500,0.001500,2466960
2018-02-01,0.001500,0.002000,0.001200,0.001300,0.001300,1286310
2018-03-01,0.001200,0.003000,0.001200,0.001500,0.001500,2793146
2018-04-01,0.001500,0.003000,0.001000,0.002780,0.002780,2880257
2018-05-01,0.001100,0.002800,0.001000,0.001500,0.001500,5226950
2018-06-01,0.002140,0.003000,0.001100,0.001100,0.001100,1516635
2018-07-01,0.001200,0.002200,0.001000,0.001200,0.001200,1288616
2018-08-01,0.001200,0.002500,0.001100,0.001900,0.001900,4175280
2018-09-01,0.001900,0.002500,0.000100,0.001000,0.001000,4595079
2018-10-01,0.001000,0.002400,0.000800,0.001300,0.001300,1864747
2018-11-01,0.001300,0.002390,0.000800,0.000800,0.000800,1036655
2018-12-01,0.000800,0.001890,0.000400,0.001800,0.001800,1163535
2019-01-01,0.001800,0.001900,0.000600,0.000700,0.000700,1238661
2019-02-01,0.000700,0.001800,0.000700,0.001240,0.001240,320400
2019-03-01,0.001240,0.001700,0.000700,0.001700,0.001700,600419
2019-04-01,0.001450,0.002200,0.000600,0.001000,0.001000,2395249
2019-05-01,0.001000,0.002000,0.000900,0.001000,0.001000,334847
2019-06-01,0.001000,0.002000,0.001000,0.001000,0.001000,359177
2019-07-01,0.001000,0.002000,0.001000,0.001000,0.001000,332558
2019-08-01,0.001000,0.002900,0.000970,0.001000,0.001000,2110078
2019-09-01,0.001000,0.002000,0.001000,0.001000,0.001000,496656
2019-10-01,0.001000,0.003000,0.001000,0.001300,0.001300,4186591
2019-11-01,0.001240,0.002700,0.001100,0.001100,0.001100,1731200
2019-12-01,0.001100,0.002490,0.001000,0.001100,0.001100,1429135
2020-01-01,0.001100,0.002500,0.001100,0.001500,0.001500,686696
2020-02-01,0.001500,0.002500,0.001100,0.001400,0.001400,655329
2020-03-01,0.001400,0.003000,0.001100,0.003000,0.003000,3885945
2020-04-01,0.003000,0.003000,0.001200,0.002100,0.002100,3069554
2020-05-01,0.002100,0.002900,0.001500,0.002400,0.002400,2270309
2020-06-01,0.002400,0.003750,0.001300,0.002800,0.002800,1642599
2020-07-01,0.002800,0.003650,0.001300,0.003000,0.003000,1241031
2020-08-01,0.003000,0.003000,0.001200,0.001400,0.001400,1191042
2020-09-01,0.001100,0.003000,0.001100,0.002500,0.002500,1218883
2020-10-01,0.002900,0.002900,0.000600,0.002500,0.002500,2370311
2020-11-01,0.001300,0.002600,0.001000,0.001200,0.001200,2194097
2020-12-01,0.001200,0.003000,0.000600,0.001300,0.001300,15323898
2021-01-01,0.001300,0.005400,0.001200,0.004000,0.004000,6233649
2021-02-01,0.003300,0.020000,0.002100,0.006000,0.006000,22619130
2021-03-01,0.006000,0.015000,0.004200,0.007500,0.007500,9015631
2021-04-01,0.012000,0.015000,0.001800,0.007900,0.007900,6351020
2021-05-01,0.008700,0.008900,0.001700,0.002200,0.002200,3079009
2021-06-01,0.001700,0.002890,0.000800,0.001000,0.001000,1595490
2021-07-01,0.001000,0.001190,0.000100,0.000200,0.000200,3746998
2021-08-01,0.000100,0.000500,0.000100,0.000200,0.000200,1062896
2021-09-01,0.000200,0.001600,0.000200,0.000200,0.000200,767296
2021-10-01,0.000200,0.000200,0.000100,0.000100,0.000100,189980
2021-11-01,0.000100,0.000100,0.000100,0.000100,0.000100,275083
2021-12-01,0.000500,0.000500,0.000100,0.000100,0.000100,1664084
2022-01-01,0.000100,0.000100,0.000100,0.000100,0.000100,56389
2022-02-01,0.000100,0.000100,0.000100,0.000100,0.000100,11440
2022-03-01,0.000100,0.020000,0.000100,0.000100,0.000100,492794
2022-04-01,0.000100,0.000100,0.000100,0.000100,0.000100,20300
2022-05-01,0.000100,0.000100,0.000100,0.000100,0.000100,10000
2022-06-01,0.000100,0.000100,0.000100,0.000100,0.000100,112813
2022-07-01,0.000100,0.000100,0.000100,0.000100,0.000100,101600
2022-08-01,0.000100,0.000100,0.000100,0.000100,0.000100,719336
2022-09-01,0.000100,0.000100,0.000100,0.000100,0.000100,2200
2022-10-01,0.000100,0.000100,0.000100,0.000100,0.000100,1100
2022-11-01,0.000100,0.000100,0.000100,0.000100,0.000100,34200
2022-12-01,0.000100,0.000100,0.000100,0.000100,0.000100,580350
2023-01-01,0.000100,0.000100,0.000100,0.000100,0.000100,51000
2023-02-01,0.000100,0.000100,0.000100,0.000100,0.000100,33419
2023-03-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
2023-04-01,0.000100,0.000100,0.000100,0.000100,0.000100,602213
2023-05-01,0.000100,0.000100,0.000100,0.000100,0.000100,69680
2023-06-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
2023-07-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
2023-08-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
2023-09-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
2023-10-01,0.000100,0.000100,0.000100,0.000100,0.000100,0
