Metric, 	Min, 	Max, 	Median
ASVRX.csv	mse 6.580098711790957,	r2 -7.3782319237277765,	mae: 2.43233741390637
ATOAX.csv	mse 0.0003513546021218746,	r2 -0.7051032161797584,	mae: 0.01580197663085624
ATTCX.csv	mse 3.1327711485694216,	r2 -1.4865782027798091,	mae: 1.4806299269985361
AUIZX.csv	mse 5.488326938539424,	r2 -0.17838990074448713,	mae: 1.850288457976016
AUUKX.csv	mse 8.187106778703077,	r2 -0.38188659924193735,	mae: 2.5904159642874953
AWTCX.csv	mse 7.585302868070154,	r2 -0.7198408317530529,	mae: 2.1762291481407177
AZNIX.csv	mse 2.338565456069828,	r2 -0.2710054110531217,	mae: 1.2086289309949512
BACIX.csv	mse 23.408570925351153,	r2 -4.004111685362854,	mae: 4.097523116245166
BAGSX.csv	mse 1.4735865523046225,	r2 -0.9713941752843689,	mae: 0.9996664169214456
BARAX.csv	mse 386.0772485036848,	r2 -0.803792357749394,	mae: 14.512752924854897
BBGSX.csv	mse 46.47491891140375,	r2 -58.661070784630475,	mae: 6.698153060454267
BBSGX.csv	mse 0.049067141834234655,	r2 0.25745107785001853,	mae: 0.1659769927714382
BCHYX.csv	mse 1.6379083079269705,	r2 -1.7489857414606296,	mae: 1.0007201402512564
BDKCX.csv	mse 0.14516962040119338,	r2 -1.50994918267914,	mae: 0.33974106720699493
BDKNX.csv	mse 0.15634800940798063,	r2 -1.7034799063236314,	mae: 0.35428716554563117
BFRCX.csv	mse 0.04646143865477132,	r2 0.10227573773348908,	mae: 0.17706649710118488
BGEFX.csv	mse 97.19499655019317,	r2 -71.27863386166773,	mae: 9.734068165315737
BGRUX.csv	mse 621.3183370867273,	r2 -23.84086516827105,	mae: 24.268278074411484
BGSIX.csv	mse 284.5532463874064,	r2 -1.1664806371880352,	mae: 12.738089208376223
BIADX.csv	mse 2.4413832584960784,	r2 -0.4259411467272449,	mae: 1.4149154336492016
BIGFX.csv	mse 36.15707040406277,	r2 -0.5179160541926293,	mae: 4.941785006686769
BIVRX.csv	mse 11.978042287330826,	r2 -9.708320827340964,	mae: 3.0799429265760847
BMCRX.csv	mse 12.711380665101526,	r2 -0.90860913509118,	mae: 2.83780225315293
BMQIX.csv	mse 0.07751596045336664,	r2 -2.7931082625448496,	mae: 0.24911919460191978
BOPCX.csv	mse 12.924418438393825,	r2 -0.18726250009552414,	mae: 3.1939780006548557
BPLBX.csv	mse 0.8620079812231783,	r2 0.02621813509317783,	mae: 0.8433297154956948
BQMGX.csv	mse 11.842782024791736,	r2 -1.668641240926788,	mae: 2.5439313052589996
BRCNX.csv	mse 10.41711258264915,	r2 -30.051490227596066,	mae: 3.2044603800005933
BRCYX.csv	mse 10.393652764061846,	r2 -30.16435459858048,	mae: 3.201108115499516
BRKVX.csv	mse 12.384022793365443,	r2 -19.02174158172186,	mae: 3.392214867817978
BRMIX.csv	mse 1.400867543386958,	r2 -2.115682880477303,	mae: 1.0630325949692927
BRXVX.csv	mse 2.803488881973255,	r2 -5.5357160920604915,	mae: 1.5423633707111226
BSNIX.csv	mse 0.05503259424902389,	r2 -3.8461248898400653,	mae: 0.21243547190718032
BSVIX.csv	mse 9.575914264985332,	r2 -1.0569424014060154,	mae: 2.4080914972964633
BUIIX.csv	mse 5.655310661003072,	r2 -7.152005744701162,	mae: 2.264160323075669
CAAMX.csv	mse 2.7209850814664303,	r2 -1.3823014448214446,	mae: 1.3530138077299443
CAFFX.csv	mse 39.59594392499075,	r2 -0.42925824196133,	mae: 5.916258616006135
CAMZX.csv	mse 7.5746768244248495,	r2 0.03912398317346777,	mae: 2.5622191237960514
CARFX.csv	mse 18.034864394793022,	r2 -19.366155336152072,	mae: 4.1037755545955745
CBBKX.csv	mse 0.3083594719594371,	r2 -0.884664361262673,	mae: 0.4896548029956503
CBUZX.csv	mse 1.5185230944090908,	r2 -0.3671421419342067,	mae: 1.1333797433594028
CCAMX.csv	mse 0.09305096292265304,	r2 -0.22455599758755418,	mae: 0.26217157695718646
CCGCX.csv	mse 17.172527504620568,	r2 -43.38807290943875,	mae: 4.066149353532829
CCYIX.csv	mse 59.2759938278286,	r2 -0.6316176703628278,	mae: 7.110297784264561
CDGIX.csv	mse 4.4230488200362,	r2 -8.189282315720096,	mae: 1.97988709242852
CDIVX.csv	mse 1.0021352519050053,	r2 0.14048575264681618,	mae: 0.7843946287268697
CEBRX.csv	mse 2.90477111356926,	r2 -1.815321887827344,	mae: 1.4948676578243725
CENEX.csv	mse 0.4986893699406514,	r2 -2.589159703333164,	mae: 0.6018615926011285
CESGX.csv	mse 2.3807772922529127,	r2 -16.55683676184267,	mae: 1.4548011219624357
CFJAX.csv	mse 6.244725530008363,	r2 -3.5888787276115783,	mae: 2.176978223385505
CFJIX.csv	mse 6.3628479297043254,	r2 -3.661819285345098,	mae: 2.198637916905693
CGCYX.csv	mse 976.9886369011883,	r2 -52.19829344861963,	mae: 30.827804469836575
CIOIX.csv	mse 2.227365115481134,	r2 -0.6000367097768939,	mae: 1.3164763143447453
CIQGX.csv	mse 0.06694622677657089,	r2 -0.8143377148848361,	mae: 0.20848059201408553
CIRFX.csv	mse 12.744737202929482,	r2 -0.5290761373813155,	mae: 3.040483822543005
CISIX.csv	mse 59.09527076465902,	r2 -6.775081561833366,	mae: 6.907166982721545
CLBAX.csv	mse 5.801051725210576,	r2 -1.0369716964815185,	mae: 2.2142863602434635
CLDIX.csv	mse 13.197760085345177,	r2 -22.665577757555845,	mae: 3.5071336562522335
CLMPX.csv	mse 14.361584181650901,	r2 -1.3022648702652182,	mae: 2.9670792093379688
CLSRX.csv	mse 7.9424990448051584,	r2 -6.142193828409666,	mae: 2.709970584801917
CMPIX.csv	mse 0.8540668856238844,	r2 -0.652552761615858,	mae: 0.7781249688921879
CMVIX.csv	mse 13.361983127728434,	r2 -1.0457310264395345,	mae: 2.921552537842849
CNDTX.csv	mse 8.138347282189411,	r2 -0.004092970365090709,	mae: 2.6273915009317097
CNLCX.csv	mse 2.294705629995632,	r2 -4.421220753211724,	mae: 1.3191095618209505
CNSDX.csv	mse 36.868683216716065,	r2 -0.38104613006839627,	mae: 5.912946876055994
COCVX.csv	mse 0.49646320303912983,	r2 -0.07586199737662147,	mae: 0.562082181320158
CPLSX.csv	mse 0.2095440559333567,	r2 0.22272740246457112,	mae: 0.3772103406333422
CRIRX.csv	mse 48.95729830741655,	r2 -0.42478603538456805,	mae: 6.525242404305031
CSDAX.csv	mse 0.32639764982280006,	r2 0.06222113445888566,	mae: 0.544836431817258
CSINX.csv	mse 0.8304079452696406,	r2 -1.4594850916219437,	mae: 0.6913345594231796
CSJCX.csv	mse 210.61258965864138,	r2 -26.30255845040111,	mae: 14.132249109140416
CSNRX.csv	mse 3.2691539869174715,	r2 -0.02266120396219673,	mae: 1.6931218690058516
CSPFX.csv	mse 254.06768170618864,	r2 -0.4306267612974599,	mae: 13.223665802780197
CSRRX.csv	mse 25.356679880278403,	r2 -2.6964726694925316,	mae: 4.485135447676636
CSTIX.csv	mse 0.0646503367601292,	r2 -28.72429276327777,	mae: 0.24645238564215285
CTFEX.csv	mse 2.232737736762895,	r2 -4.379418804665028,	mae: 1.3010490300705326
CTHCX.csv	mse 161.97919334574226,	r2 -2.3740555468468436,	mae: 10.262016296914044
CTSFX.csv	mse 3.4143458269690394,	r2 -3.6125221732430113,	mae: 1.6380107246613804
CUGZX.csv	mse 8.641741043764615,	r2 -0.7842374098573606,	mae: 2.379969724103834
CUSCX.csv	mse 8.519472872522336,	r2 -3.568547150140189,	mae: 2.6842908950817823
CUSOX.csv	mse 0.006732948250980437,	r2 -2.2956583267339483,	mae: 0.06923199533328628
CVGRX.csv	mse 124.48730071766283,	r2 -2.922071731401195,	mae: 10.17995643961606
CYYYX.csv	mse 4.291795283299335,	r2 -0.5232940023396919,	mae: 1.9327413359844674
DAFGX.csv	mse 58.34421092054739,	r2 -0.4087547739928512,	mae: 6.838765650556497
DBALX.csv	mse 1.4883910478840487,	r2 -4.981000582017692,	mae: 1.1108877767692795
DBRIX.csv	mse 9.53172108555816,	r2 -29.846439211816907,	mae: 3.0110968902265225
DCNJX.csv	mse 0.9781799777431505,	r2 -0.7904826697515879,	mae: 0.8207511831709124
DCREX.csv	mse 20.23641469853297,	r2 -0.7209182927160942,	mae: 3.863100929500058
DDFIX.csv	mse 14.811483836573016,	r2 -3.1028289145859818,	mae: 3.1963023826622177
DDIIX.csv	mse 1.9792043780287492,	r2 -1.5297018888237068,	mae: 1.173994685126119
DEOPX.csv	mse 13.297849641263765,	r2 -0.49901398654685547,	mae: 3.4354256334930535
DFCFX.csv	mse 0.07585750049711416,	r2 -1.0080609948164838,	mae: 0.21824979000979175
DFEOX.csv	mse 26.261509977044977,	r2 -5.4719628607586355,	mae: 4.377893623470214
DFRTX.csv	mse 0.04418039524728072,	r2 -0.08568241343390137,	mae: 0.18996304410509263
DHIRX.csv	mse 0.05241998633103032,	r2 0.2624134293971686,	mae: 0.21809496821823268
DHQCX.csv	mse 3.777810731539459,	r2 -11.965558233460886,	mae: 1.8657135667214164
DHRYX.csv	mse 2.7785542708965454,	r2 -38.87154249873688,	mae: 1.6351888433011585
DHTYX.csv	mse 14.078453565552847,	r2 -2.399195757049504,	mae: 2.9567510142606115
DIBAX.csv	mse 3.378382831016223,	r2 -0.4243412432277771,	mae: 1.5322326755496978
DIFDX.csv	mse 2.091778310838806,	r2 -1.0494475273379678,	mae: 1.206592111199847
DINDX.csv	mse 0.2922213539162383,	r2 -1.5656722658153654,	mae: 0.43024934894715705
DISSX.csv	mse 30.955464342355125,	r2 -0.693408923812826,	mae: 4.895288082930025
DLREX.csv	mse 9.628317518353306,	r2 -30.152672401701256,	mae: 3.0265465322325618
DMAIX.csv	mse 0.3472610548059003,	r2 -7.246482352180442,	mae: 0.5777646785921434
DMREX.csv	mse 0.11041100251632091,	r2 -4.7324986020209225,	mae: 0.2798912830818457
DPCFX.csv	mse 0.5371353345947925,	r2 0.07291677530168295,	mae: 0.6921603178570894
DRILX.csv	mse 3.68280443021301,	r2 -4.819960778267275,	mae: 1.7961095083304124
DRLYX.csv	mse 1.7426684692010355,	r2 -0.2946253549278368,	mae: 1.1848702832589495
DRNYX.csv	mse 1.240281103635139,	r2 -0.6017777865177212,	mae: 0.9488256018474793
DTFIX.csv	mse 1.5374972301138223,	r2 -0.3486196434442892,	mae: 1.090883447027641
DTSVX.csv	mse 7.831796578780185,	r2 -1.3414850943882306,	mae: 2.375432341730991
DURAX.csv	mse 1.938852339544252,	r2 -1.1637894270883682,	mae: 1.1791259261049853
DVFZX.csv	mse 1.4248289839452901,	r2 -2.1820698728796724,	mae: 1.131729759789675
DVMHX.csv	mse 0.8317592089144664,	r2 -0.7326765557947716,	mae: 0.7503485450239749
DVOIX.csv	mse 2.952695381902618,	r2 -72.5603052799779,	mae: 1.6990797762882215
EACAX.csv	mse 0.6894932887783956,	r2 -1.5870840209282329,	mae: 0.6818032763149892
EARGX.csv	mse 25.404932194434497,	r2 -2.4503822543363936,	mae: 4.512574657344202
EFECX.csv	mse 1.1694564334418784,	r2 -2.7366075024839773,	mae: 0.9547725077899862
EGFIX.csv	mse 176.90411290320006,	r2 -0.43981080193807,	mae: 12.187599060068916
EGRAX.csv	mse 0.17046641852191255,	r2 -0.3205184147089608,	mae: 0.35505116585887675
EIHIX.csv	mse 0.0748771201764665,	r2 -0.4939536223758536,	mae: 0.2269096642358606
EIHMX.csv	mse 0.6988672780359373,	r2 -0.8989385480829528,	mae: 0.7033335978369638
EIMGX.csv	mse 12.322122169876199,	r2 -0.7061459717989755,	mae: 3.169167014195852
EITEX.csv	mse 34.31836488532374,	r2 0.0363871097773264,	mae: 5.370473293303543
EKSDX.csv	mse 0.33312591883945797,	r2 -0.49223064458833776,	mae: 0.508874789301159
EKWCX.csv	mse 582.8942042160281,	r2 -28.390453136228984,	mae: 23.766215141654325
ELCIX.csv	mse 37.36747401155139,	r2 -0.49001733038937023,	mae: 5.34357724916771
EMRCX.csv	mse 20.739447233861362,	r2 -0.5716198183598846,	mae: 4.286751356950066
EMRGX.csv	mse 11.178867328315457,	r2 -26.950792106335477,	mae: 3.2506898110938462
EMRYX.csv	mse 26.529420679463364,	r2 -0.6081463824580857,	mae: 4.850803779562768
EMRZX.csv	mse 3.0472864372296184,	r2 -11.136908494757034,	mae: 1.6045386738353606
EPASX.csv	mse 9.948966873716733,	r2 -0.22290035069022252,	mae: 3.0295095658901117
EQIDX.csv	mse 1.504424476757395,	r2 -0.03922542288236475,	mae: 1.095468880060609
ERIFX.csv	mse 4.469311770685667,	r2 -49.32449030048081,	mae: 2.071639737110937
ERSMX.csv	mse 47.47760216392685,	r2 -3.3622361466804316,	mae: 5.878782057898073
ESIDX.csv	mse 1.752738688395676,	r2 0.06824181748404934,	mae: 1.2647947792207777
ETCHX.csv	mse 264.0076222055942,	r2 -6.1584551120291255,	mae: 15.06087408633999
FADTX.csv	mse 441.7231509561458,	r2 -1.4000608745327052,	mae: 16.979823267827957
FAFJX.csv	mse 0.19214983317404669,	r2 -2.516052605256076,	mae: 0.3999452957768022
FALZX.csv	mse 1.5778565085003304,	r2 -23.30576893324428,	mae: 1.2291108794232408
FAMVX.csv	mse 65.28827762546925,	r2 -0.8384575011865087,	mae: 6.621923845016353
FATHX.csv	mse 4.450658784458986,	r2 -0.37551498695986174,	mae: 1.9608206398509949
FATIX.csv	mse 585.1557348393202,	r2 -1.7244321902935291,	mae: 19.58591719258308
FAYZX.csv	mse 1.953741196256189,	r2 -4.928890010457922,	mae: 1.3173632549986407
FBBTX.csv	mse 1.0555087414296371,	r2 -1.5299194345690172,	mae: 0.9323457632981956
FBGLX.csv	mse 9.134235372824431,	r2 -26.69786145459885,	mae: 2.987377646368694
FBNIX.csv	mse 0.23755365539001408,	r2 -77.73095780110974,	mae: 0.4838983984336529
FBSRX.csv	mse 35.001043367914995,	r2 -2.7476806193860757,	mae: 5.436732950253761
FCADX.csv	mse 75.71141038821212,	r2 -0.30827051056505383,	mae: 8.241809363989173
FCBAX.csv	mse 2.805726570140065,	r2 -1.2423551266588526,	mae: 1.3787750256057194
FCBYX.csv	mse 0.5894224881563391,	r2 -0.06093627881257069,	mae: 0.7154212676741467
FCIRX.csv	mse 6.55679863818859,	r2 -4.331374025238938,	mae: 2.421193116047915
FCLTX.csv	mse 59.6968045879326,	r2 -1.5355008356496733,	mae: 6.8601965013837765
FDKFX.csv	mse 4.591737505565972,	r2 -31.264447461323492,	mae: 2.1111738913260143
FDKTX.csv	mse 6.296937636644313,	r2 -4.406595372951867,	mae: 2.297113952505193
FDSCX.csv	mse 22.757670156699326,	r2 -0.9980439568671933,	mae: 3.5602065860355134
FEBAX.csv	mse 0.4484460836033684,	r2 -0.33660734071663767,	mae: 0.5175241362364031
FEDTX.csv	mse 4.612606344317573,	r2 -0.2539614227727802,	mae: 1.6500791471243326
FEUPX.csv	mse 247.71769959081243,	r2 -24.00935354537161,	mae: 15.525214814141941
FFECX.csv	mse 0.9172689950544226,	r2 0.052547194408433806,	mae: 0.8299238202232752
FFEIX.csv	mse 0.9531207009846621,	r2 0.035545778136113704,	mae: 0.8445045805649016
FFGRX.csv	mse 7.165814445385248,	r2 -7.397053593207275,	mae: 2.5038671567833886
FFRFX.csv	mse 0.008719381124248263,	r2 -2.427766535331044,	mae: 0.07164868576356365
FFTHX.csv	mse 5.8447695777091555,	r2 -0.41843348818554116,	mae: 2.2600764113278986
FFTYX.csv	mse 41.28926716482219,	r2 -64.25014256584521,	mae: 6.328244135305584
FGATX.csv	mse 0.8960893410957557,	r2 -0.7007160768787302,	mae: 0.7936353960360936
FGDMX.csv	mse 316.0649364746091,	r2 -3.358034555424152,	mae: 16.15977342894295
FGOAX.csv	mse 0.676953111434429,	r2 -0.662253855061615,	mae: 0.6666445345111097
FGTBX.csv	mse 3.4583681886461677,	r2 -53.42482691969939,	mae: 1.8408811924168706
FGTKX.csv	mse 14.288544579950635,	r2 -53.423480200730864,	mae: 3.751401819572834
FHLFX.csv	mse 1.8443231807106146,	r2 -2.3250545929175788,	mae: 1.2050627086213885
FHLKX.csv	mse 0.3270351398447489,	r2 -12.37330691004879,	mae: 0.5520039498725122
FHMIX.csv	mse 0.0,	r2 1.0,	mae: 0.0
FHVDX.csv	mse 5.8948199639001375,	r2 -19.865526733671015,	mae: 2.398790076085443
FIDCX.csv	mse 31.177891719630342,	r2 -2.066569302269284,	mae: 4.633760081878638
FIGFX.csv	mse 7.874721364915129,	r2 -1.1350999244606577,	mae: 2.1529577214166444
FIHBX.csv	mse 0.709359170711684,	r2 -0.4139304535075239,	mae: 0.7209894828733813
FIIMX.csv	mse 11.094334213905077,	r2 -0.642951041515347,	mae: 2.460853608658953
FIJBX.csv	mse 0.734427119486873,	r2 -14.792244834265537,	mae: 0.828586735267746
FIJLX.csv	mse 3.5319555720807956,	r2 -47.081528694696914,	mae: 1.8577215361732426
FIJWX.csv	mse 0.19520962166131153,	r2 -65.8017716711709,	mae: 0.43727374708680405
FINFX.csv	mse 68.8441424436375,	r2 -0.6401048539005678,	mae: 7.673220794584861
FIOOX.csv	mse 0.8927257389335527,	r2 -0.7118623110306097,	mae: 0.7246650317592381
FIRFX.csv	mse 44.58259003092776,	r2 -0.7401241870702397,	mae: 5.810835244238726
FIVQX.csv	mse 0.8974390429900163,	r2 -1.5045760408521551,	mae: 0.8643291096140525
FJAHX.csv	mse 4.518472957787737,	r2 -42.585726590532424,	mae: 2.1100932422128666
FJEFX.csv	mse 4.672613917082501,	r2 -35.017612726660566,	mae: 2.1441364781806165
FKNRX.csv	mse 0.9423358715054981,	r2 -24.20093791912157,	mae: 0.9512836647674805
FKQTX.csv	mse 0.7039736618219437,	r2 -16.913085528774488,	mae: 0.8133661625022597
FKSTX.csv	mse 0.41353614927431226,	r2 -0.8536100608582808,	mae: 0.5173179248752859
FLDAX.csv	mse 0.1262003791943187,	r2 0.03302009114067772,	mae: 0.31334617250937247
FLDRX.csv	mse 0.0292708707320348,	r2 -12.703591166683058,	mae: 0.16396226773362077
FLOTX.csv	mse 0.09776859049455795,	r2 -18.9610872259723,	mae: 0.30452268964592527
FLRLX.csv	mse 13.990734287492929,	r2 -20.873495762383097,	mae: 3.623729501551864
FLRRX.csv	mse 0.23194858619282482,	r2 -2.8392951668378537,	mae: 0.43926797490533587
FLSJX.csv	mse 18.830780553277414,	r2 -30.679060352281443,	mae: 4.23989479344951
FLSPX.csv	mse 0.9405365500383818,	r2 -3.821638363327982,	mae: 0.887298259070713
FMIUX.csv	mse 2.0757957579191815,	r2 0.23229505683898544,	mae: 1.1905525359884017
FMNEX.csv	mse 0.948750200432012,	r2 -0.8433377548763894,	mae: 0.8320006684173702
FMNZX.csv	mse 1.1152852124832389,	r2 -0.7027264700927884,	mae: 0.8761146241012783
FMRGX.csv	mse 1.7462667885161345,	r2 -31.77281714053251,	mae: 1.303366992808094
FNCRX.csv	mse 134.01262978242784,	r2 -8.985928833017535,	mae: 10.395237439973927
FNCSX.csv	mse 103.45938534292056,	r2 -32.04205650605716,	mae: 9.978444752692667
FNGLX.csv	mse 7.91004529278282,	r2 -29.42475956518881,	mae: 2.784469568495046
FNIAX.csv	mse 50.22386778356981,	r2 -0.6354808775789784,	mae: 6.420365422302969
FNMAX.csv	mse 1.155527325448683,	r2 -0.7371610767757475,	mae: 0.9065972179805294
FNMIX.csv	mse 4.908636209466875,	r2 -1.3344557018093002,	mae: 1.7823208096735543
FNRAX.csv	mse 155.0415948563652,	r2 -8.320967580345707,	mae: 11.13114786185437
FNYPX.csv	mse 1.156802693850544,	r2 -0.7353914439289901,	mae: 0.9070940026903592
FOSBX.csv	mse 18.437298975269933,	r2 -0.46852395694679094,	mae: 3.6621233345730944
FPADX.csv	mse 2.553686653756743,	r2 -0.24251820736388252,	mae: 1.4667006498432373
FPEFX.csv	mse 5.930972168355568,	r2 -0.6133055665947456,	mae: 2.069061035123943
FQTHX.csv	mse 0.4838839706312548,	r2 -22.98998625189797,	mae: 0.6810505289987975
FRSAX.csv	mse 0.3231352297312162,	r2 -0.9527942795280764,	mae: 0.43948153524132455
FRVLX.csv	mse 31.933632578546938,	r2 -0.3419813316524647,	mae: 4.42686797214229
FSHCX.csv	mse 269.06605182380594,	r2 -8.908664864186736,	mae: 14.505153901794225
FSMBX.csv	mse 6.748838875778542,	r2 -20.091537757421804,	mae: 2.5017917382604047
FSMQX.csv	mse 1.1686143188029658,	r2 -20.6427872031169,	mae: 1.0587745169638039
FSNZX.csv	mse 7.329539829462297,	r2 -27.927116133705713,	mae: 2.6744020936030193
FSOAX.csv	mse 21.002095545249553,	r2 -2.70966185457751,	mae: 3.921981746970649
FSTGX.csv	mse 0.3934052396986749,	r2 -0.49288091414439705,	mae: 0.5267710866400614
FSUVX.csv	mse 3.204812901505303,	r2 -6.71189065025498,	mae: 1.6036602963339148
FTCEX.csv	mse 2.6152884112473487,	r2 -0.8143472385756474,	mae: 1.2297252621281975
FTEJX.csv	mse 6.405616145284297,	r2 -0.791667873340556,	mae: 2.353400839986418
FTFMX.csv	mse 1.154250421973951,	r2 -0.7375239788309218,	mae: 0.9060328666722882
FTGOX.csv	mse 1.995477192823362,	r2 0.11071456438287752,	mae: 1.2132694854146886
FTGRX.csv	mse 1.609334781494886,	r2 -0.20057996065015282,	mae: 1.0440254263182218
FTISX.csv	mse 13.547416110947596,	r2 -0.3586231500284469,	mae: 3.030503102235097
FTLSX.csv	mse 2.314649105314155,	r2 -58.6132929868937,	mae: 1.5049847033058386
FTMSX.csv	mse 91.57549646083895,	r2 -38.908724094172584,	mae: 9.411289047557661
FTXFX.csv	mse 104.95147490244791,	r2 -17.443547394929123,	mae: 10.156079480297526
FUGIX.csv	mse 5.2552025958701,	r2 -0.011702096597785872,	mae: 1.7170645996158462
FUSRX.csv	mse 0.17527428138944545,	r2 -0.11790970936846135,	mae: 0.34214735268798574
FVLIX.csv	mse 1.1095798238644343,	r2 -0.6788273523187289,	mae: 0.9132847760128295
FVRMX.csv	mse 7.150487319999997,	r2 0.047874438644261774,	mae: 2.0799957573987804
FWDGX.csv	mse 2.600050904367123,	r2 -30.736965570547707,	mae: 1.5324639852039055
GAIEX.csv	mse 3.3124301089149903,	r2 -0.5259009172502029,	mae: 1.688677690577522
GAMPX.csv	mse 2.769465964210849,	r2 -17.448297590550663,	mae: 1.6195199920837153
GBUSX.csv	mse 0.32260381527946663,	r2 -4.033145294859897,	mae: 0.5282103606034791
GCEBX.csv	mse 4.544107088764411,	r2 -3.3499953434315053,	mae: 1.8933370623648416
GCGCX.csv	mse 16.602778840098747,	r2 -0.20589218818035726,	mae: 3.8201807203450833
GEDTX.csv	mse 22.686006349866755,	r2 -0.537484841517712,	mae: 4.333938838096158
GEMMX.csv	mse 36.76419572356538,	r2 0.1449802509678606,	mae: 5.655735087238981
GEQYX.csv	mse 98.74287415249765,	r2 -9.327126938402651,	mae: 9.28410997885842
