Metric, 	Min, 	Max, 	Median
ARSZX.csv	mse 0.27059285714285686,	r2 -1.0140966486281209,	mae: 0.4521428571428568
ASHIX.csv	mse 0.04672142857142846,	r2 0.8798327810436195,	mae: 0.1592857142857143
ASIEX.csv	mse 0.029390909090909134,	r2 0.8461550108419986,	mae: 0.15272727272727285
ASMDX.csv	mse 0.06615,	r2 0.7539215078430157,	mae: 0.22083333333333333
ASQAX.csv	mse 0.7646656443750628,	r2 0.8810755280618248,	mae: 0.7221875000000002
ASTCX.csv	mse 0.04930000000000004,	r2 0.8940404245418556,	mae: 0.1868750000000001
ASVRX.csv	mse 0.33592812500000013,	r2 0.5695186145220689,	mae: 0.4903125
ATOAX.csv	mse 4.062499999999827e-05,	r2 0.7964774951076321,	mae: 0.004062499999999913
ATTCX.csv	mse 0.12436562500000001,	r2 0.9026303709102208,	mae: 0.2896875000000004
AUIZX.csv	mse 2.26363100869674,	r2 0.2891661690725157,	mae: 1.3030434347826088
AUUKX.csv	mse 1.056874277143857,	r2 0.8176849177606148,	mae: 0.8024999285714285
AWTCX.csv	mse 1.0541124656259058,	r2 0.7681693107522736,	mae: 0.8962499062499997
AZNIX.csv	mse 0.18565937499999996,	r2 0.8991328934336944,	mae: 0.36218749999999994
BACIX.csv	mse 0.7219656249999993,	r2 0.8288566277519472,	mae: 0.6459374999999994
BAGSX.csv	mse 0.053446875000000144,	r2 0.9259061501729363,	mae: 0.1834375000000002
BARAX.csv	mse 39.48876599563228,	r2 0.818842051465335,	mae: 5.1831245312500025
BBGSX.csv	mse 0.5250350000000006,	r2 0.1663845132506253,	mae: 0.6085000000000007
BBSGX.csv	mse 0.0024656249999999904,	r2 0.960942285915833,	mae: 0.039687499999999876
BCHYX.csv	mse 0.053131250000000116,	r2 0.9098790135563122,	mae: 0.1812500000000002
BDKCX.csv	mse 0.008850000000000004,	r2 0.7992466674134647,	mae: 0.06833333333333336
BDKNX.csv	mse 0.008661111111111104,	r2 0.8038006544173171,	mae: 0.06722222222222217
BFRCX.csv	mse 0.010919354838709653,	r2 0.7861620224893122,	mae: 0.07129032258064502
BGEFX.csv	mse 0.9119899999999982,	r2 -0.0019401817574551394,	mae: 0.7799999999999984
BGRUX.csv	mse 37.92179278667513,	r2 -0.8922303306952426,	mae: 5.174999999999993
BGSIX.csv	mse 14.497032894376867,	r2 0.8870081291884595,	mae: 3.21312525
BIADX.csv	mse 0.4819001264287139,	r2 0.720107532097342,	mae: 0.605000071428571
BIBFX.csv	mse 0.06923333333333347,	r2 -1.0040202621210916,	mae: 0.23000000000000043
BIGFX.csv	mse 2.456578470001279,	r2 0.8973549366414094,	mae: 1.2728125937499994
BIVRX.csv	mse 2.079453844000598,	r2 -0.848936911428074,	mae: 0.8680003333333329
BMCRX.csv	mse 1.3735808903233548,	r2 0.7982072411816952,	mae: 1.0270967741935484
BMQIX.csv	mse 0.028566666666666782,	r2 -0.27403369672943834,	mae: 0.1366666666666675
BOPCX.csv	mse 1.457764737500874,	r2 0.8695462850310454,	mae: 1.0259371874999994
BPLBX.csv	mse 0.05327812500000007,	r2 0.939043546532915,	mae: 0.1884375000000001
BQMGX.csv	mse 1.5055242218757807,	r2 0.670346293611997,	mae: 1.0562495937499996
BRCNX.csv	mse 0.11538,	r2 0.666882239493712,	mae: 0.266
BRCYX.csv	mse 0.1135666666666668,	r2 0.670181376041634,	mae: 0.26333333333333314
BRKVX.csv	mse 0.4413421052631582,	r2 0.1370970624649981,	mae: 0.5100000000000002
BRMIX.csv	mse 0.5338200000000002,	r2 -0.36439267886855253,	mae: 0.6479999999999998
BRXVX.csv	mse 0.37262631578947386,	r2 0.13402631948262245,	mae: 0.5247368421052632
BSNIX.csv	mse 0.017833333333333312,	r2 -0.48032383685180746,	mae: 0.10777777777777765
BSVIX.csv	mse 1.5289896348152967,	r2 0.6684499731291684,	mae: 0.846296555555556
BTMAX.csv	mse 0.0016000000000000738,	r2 nan,	mae: 0.040000000000000924
BUIIX.csv	mse 0.7627703160017008,	r2 -0.09466943316408583,	mae: 0.6770001000000004
CAAMX.csv	mse 0.0932687500000001,	r2 0.9187799577313439,	mae: 0.24812499999999998
CAFFX.csv	mse 4.019475593127593,	r2 0.8586106053987903,	mae: 1.655624843750001
CAMZX.csv	mse 1.0875842606255939,	r2 0.8643180184415784,	mae: 0.7865623437500002
CARFX.csv	mse 0.5927153846153842,	r2 0.1853047434539823,	mae: 0.44692307692307665
CBBKX.csv	mse 0.08037187500000006,	r2 0.49058677890566926,	mae: 0.2334375000000002
CBUZX.csv	mse 0.08669677419354838,	r2 0.9210290050797373,	mae: 0.22516129032258062
CCAMX.csv	mse 0.004162500000000024,	r2 0.9432599944623115,	mae: 0.04562500000000025
CCGCX.csv	mse 0.13549499999999967,	r2 0.5308994599086009,	mae: 0.30749999999999966
CCYIX.csv	mse 3.697419534616461,	r2 0.8864619620405553,	mae: 1.570384846153846
CDGIX.csv	mse 0.31091875,	r2 0.28677864588642,	mae: 0.49250000000000005
CDIVX.csv	mse 0.4566320000000006,	r2 0.5511961445595177,	mae: 0.5960000000000004
CEBRX.csv	mse 0.10113846153846141,	r2 0.8908226625182124,	mae: 0.24615384615384597
CENEX.csv	mse 0.019765384615384594,	r2 0.8466359281973233,	mae: 0.10961538461538453
CESGX.csv	mse 0.23307777777777805,	r2 -0.5775870713282993,	mae: 0.4300000000000003
CFJAX.csv	mse 2.0088278631588956,	r2 -0.5142991241684673,	mae: 1.2815793157894741
CFJIX.csv	mse 2.042974324211683,	r2 -0.5310913112389901,	mae: 1.2910530526315784
CGCYX.csv	mse 17.04957936000245,	r2 -0.15360467046315618,	mae: 3.5486667333333295
CIOIX.csv	mse 0.4595562499999998,	r2 0.6798350603447058,	mae: 0.5650000000000002
CIQGX.csv	mse 0.05877142857142844,	r2 -0.4671897289586282,	mae: 0.197142857142857
CIRFX.csv	mse 4.5289919993795404,	r2 0.46088888587091914,	mae: 1.8615628437500011
CISIX.csv	mse 3.4635605906267495,	r2 0.5451815928361663,	mae: 1.6534378125000004
CLBAX.csv	mse 0.883816272501469,	r2 0.6979800304791128,	mae: 0.8065629062500006
CLDIX.csv	mse 0.1558352120006497,	r2 0.6209441774168846,	mae: 0.33750015000000005
CLMPX.csv	mse 0.5347091625008136,	r2 0.9126359864866971,	mae: 0.5703123750000004
CLOCX.csv	mse 0.05376000000000025,	r2 -1.6301369863013746,	mae: 0.2120000000000008
CLSRX.csv	mse 0.5825076114291419,	r2 0.5097193192580818,	mae: 0.6964287142857136
CMPIX.csv	mse 0.03509375000000009,	r2 0.9293749419007878,	mae: 0.15125000000000033
CMVIX.csv	mse 1.3589747537510029,	r2 0.7968563802652177,	mae: 1.011875062500001
CNDTX.csv	mse 0.5686300933348005,	r2 0.9287481022910007,	mae: 0.5903334
CNLCX.csv	mse 0.08275499999999988,	r2 0.7862118183491514,	mae: 0.23149999999999976
CNSDX.csv	mse 2.0593698487527177,	r2 0.9205444350910301,	mae: 0.8950007187500002
COCVX.csv	mse 0.23556800000000006,	r2 0.46434236683324925,	mae: 0.4040000000000001
CPLSX.csv	mse 0.30258823529411727,	r2 -0.07849980883785657,	mae: 0.4647058823529408
CRIRX.csv	mse 4.284659813078351,	r2 0.8650885630148983,	mae: 1.6353845000000011
CSDAX.csv	mse 0.016187495000343752,	r2 0.95242986534306,	mae: 0.09749996875
CSINX.csv	mse 0.2853117647058824,	r2 0.19941530347516756,	mae: 0.4511764705882355
CSJCX.csv	mse 14.471658922009297,	r2 -1.029624544528894,	mae: 3.1400019000000006
CSNRX.csv	mse 0.21258386645287106,	r2 0.9315841672547893,	mae: 0.3519357096774193
CSPFX.csv	mse 14.804066848758232,	r2 0.9171853159983794,	mae: 3.1746883124999985
CSRRX.csv	mse 0.6657384615384626,	r2 0.8925912047973658,	mae: 0.7000000000000003
CSTIX.csv	mse 0.005409090909090895,	r2 -2.265968063872261,	mae: 0.06090909090909074
CTFEX.csv	mse 0.04682307692307694,	r2 0.875788233622851,	mae: 0.16615384615384657
CTHCX.csv	mse 11.090401220001768,	r2 0.7749757410706348,	mae: 2.7465622187499985
CTSFX.csv	mse 0.09910384615384601,	r2 0.8527579289027365,	mae: 0.24499999999999977
CUGZX.csv	mse 0.2830386083882903,	r2 0.9400913669210339,	mae: 0.39354822580645166
CUSCX.csv	mse 0.6231281249999999,	r2 0.6752564058391057,	mae: 0.6684375000000001
CUSOX.csv	mse 0.00031999999999999704,	r2 0.8044009779951109,	mae: 0.014000000000000058
CVGRX.csv	mse 4.445706340626657,	r2 0.8630705400069616,	mae: 1.83937503125
CYYYX.csv	mse 0.35308476769238434,	r2 0.8571665650837925,	mae: 0.39769230769230784
DAFGX.csv	mse 5.490940208572823,	r2 0.8688103744530883,	mae: 2.118214392857144
DBALX.csv	mse 0.19037777777777748,	r2 -0.25161874189614286,	mae: 0.3777777777777773
DBRIX.csv	mse 0.4125818181818184,	r2 -0.22432643211348036,	mae: 0.5272727272727273
DCNJX.csv	mse 0.051659375000000035,	r2 0.902643140673035,	mae: 0.1746875000000001
DCREX.csv	mse 0.9649875137501875,	r2 0.9184257214850975,	mae: 0.8062500625000001
DDFIX.csv	mse 0.8118002543762192,	r2 0.7819370540913406,	mae: 0.7518751562499999
DDIIX.csv	mse 0.24308750000000012,	r2 0.6974941834358104,	mae: 0.4087500000000001
DEOPX.csv	mse 1.4681400340013004,	r2 0.8357492489347099,	mae: 0.9973333
DFCFX.csv	mse 0.002346874999999953,	r2 0.9367830151702888,	mae: 0.033437500000000175
DFEOX.csv	mse 2.3761291243773712,	r2 0.39599514406735925,	mae: 1.3234378749999964
DFIPX.csv	mse 0.9531293171434289,	r2 -1.9442383271117105,	mae: 0.7242862857142843
DFRTX.csv	mse 0.007640625000000015,	r2 0.8110217962590814,	mae: 0.05968750000000014
DHIRX.csv	mse 0.006725000000000002,	r2 0.9047107726198449,	mae: 0.06
DHQCX.csv	mse 0.42360909090909044,	r2 -0.3998252154083526,	mae: 0.5718181818181812
DHRYX.csv	mse 0.03724117647058813,	r2 0.42476215927311767,	mae: 0.1594117647058819
DHTYX.csv	mse 1.459239864286784,	r2 0.632872620669965,	mae: 1.03464307142857
DIBAX.csv	mse 0.15371250000000022,	r2 0.9322964268017397,	mae: 0.3100000000000005
DIFDX.csv	mse 0.10675312500000009,	r2 0.8969057444940185,	mae: 0.26343749999999966
DINDX.csv	mse 0.004181249999999995,	r2 0.9620635393186748,	mae: 0.05250000000000005
DISSX.csv	mse 3.473488111252406,	r2 0.815109815968415,	mae: 1.5143749062499996
DLREX.csv	mse 0.41364545454545426,	r2 -0.22748274695036597,	mae: 0.5281818181818179
DMAIX.csv	mse 0.031316666666666715,	r2 0.23431132844335623,	mae: 0.12833333333333355
DMREX.csv	mse 0.02433809523809533,	r2 -0.3986317435496505,	mae: 0.1338095238095241
DPCFX.csv	mse 0.03343437500000003,	r2 0.9403029212454979,	mae: 0.1453125
DPDEX.csv	mse 0.4673747575004995,	r2 -0.22247371005467786,	mae: 0.5749999999999997
DRILX.csv	mse 0.6347279188889435,	r2 -0.21226034697519758,	mae: 0.6838889444444441
DRLYX.csv	mse 0.2613666666666666,	r2 0.7947882469751321,	mae: 0.44916666666666655
DRNYX.csv	mse 0.06775625000000003,	r2 0.9102527220760837,	mae: 0.20500000000000013
DTFIX.csv	mse 0.11091249999999998,	r2 0.9015562814141785,	mae: 0.26312499999999983
DTSVX.csv	mse 2.6152501981259366,	r2 0.17107534135942382,	mae: 1.3800000624999997
DURAX.csv	mse 0.4780952380952379,	r2 0.36623744513493206,	mae: 0.5942857142857141
DVFZX.csv	mse 0.18435238095238118,	r2 0.5208177632338962,	mae: 0.3733333333333334
DVMHX.csv	mse 0.04464062499999996,	r2 0.906051876989451,	mae: 0.1609375
DVOIX.csv	mse 0.0654687500000001,	r2 -1.2366050577166878,	mae: 0.2181249999999998
EACAX.csv	mse 0.029609375000000007,	r2 0.8850619592614397,	mae: 0.13156249999999997
EARGX.csv	mse 4.599208848335754,	r2 0.032887588370524634,	mae: 1.8975002500000009
EEHIX.csv	mse 0.000400000000000054,	r2 nan,	mae: 0.02000000000000135
EFECX.csv	mse 0.08330454545454542,	r2 0.7046405527523341,	mae: 0.23136363636363635
EGFIX.csv	mse 11.754391172502228,	r2 0.9064534387295715,	mae: 2.888124593749999
EGRAX.csv	mse 0.024706451612903198,	r2 0.8093956315667792,	mae: 0.12290322580645163
EIHIX.csv	mse 0.008031250000000007,	r2 0.840377318206962,	mae: 0.06687500000000009
EIHMX.csv	mse 0.038240624999999986,	r2 0.8932082469728374,	mae: 0.15281250000000002
EIMGX.csv	mse 2.338125281875997,	r2 0.6860482303358875,	mae: 1.2468751874999993
EITEX.csv	mse 3.336525288127558,	r2 0.9065638147779856,	mae: 1.4487497499999988
EKSDX.csv	mse 0.021996774193548386,	r2 0.9013018192412638,	mae: 0.11516129032258063
EKWCX.csv	mse 14.095220540002916,	r2 0.2723436416085917,	mae: 3.1921871562500006
ELCIX.csv	mse 3.9883478787533724,	r2 0.844898889920062,	mae: 1.7474993124999991
EMICX.csv	mse 1.5160849385739272,	r2 0.5362072218047127,	mae: 1.1099999285714275
EMRCX.csv	mse 0.5721811693753746,	r2 0.9536018919175039,	mae: 0.5999999374999998
EMRGX.csv	mse 0.1370285714285714,	r2 0.48481107625153474,	mae: 0.28857142857142876
EMRYX.csv	mse 0.7658065468754061,	r2 0.9504059888763551,	mae: 0.70250015625
EMRZX.csv	mse 0.48606666666666637,	r2 -1.1615534961349234,	mae: 0.5555555555555549
EMVCX.csv	mse 0.14715000000000045,	r2 -2.9798842074124305,	mae: 0.26999999999999946
EPASX.csv	mse 0.46622001133339985,	r2 0.9417111677934313,	mae: 0.4726666666666666
EQIDX.csv	mse 0.250474074074074,	r2 0.8118815818564582,	mae: 0.3888888888888886
ERIFX.csv	mse 0.13631764705882357,	r2 -0.6507911233280821,	mae: 0.3023529411764706
ERSMX.csv	mse 4.135226379376404,	r2 0.6314946467857876,	mae: 1.521875093749999
ESIDX.csv	mse 0.11342903225806454,	r2 0.9373150380352705,	mae: 0.25064516129032266
ETCHX.csv	mse 6.477732898401082,	r2 0.7902583407455008,	mae: 1.8764002000000017
FADTX.csv	mse 35.78849807063385,	r2 0.81074564993828,	mae: 5.077812281250001
FAFJX.csv	mse 0.01763043478260867,	r2 0.6263181934739415,	mae: 0.10999999999999982
FALZX.csv	mse 0.07266874999999982,	r2 -0.2170488371332293,	mae: 0.22312499999999968
FAMVX.csv	mse 18.96889601938696,	r2 0.456010696674251,	mae: 3.686249875000003
FATHX.csv	mse 0.3131656075001253,	r2 0.9042134814297285,	mae: 0.4796875000000002
FATIX.csv	mse 43.82564601375861,	r2 0.8016594229369061,	mae: 5.6193736874999995
FAYZX.csv	mse 0.2218263157894737,	r2 0.139060010450062,	mae: 0.37947368421052646
FAZCX.csv	mse 0.011340000000000086,	r2 -1.039568345323747,	mae: 0.08200000000000038
FBBTX.csv	mse 0.12396956521739104,	r2 0.6237570423747294,	mae: 0.30043478260869544
FBGLX.csv	mse 0.3389866666666664,	r2 -0.034637120075529104,	mae: 0.5093333333333333
FBNIX.csv	mse 0.0032588235294117363,	r2 -0.0910565338276137,	mae: 0.04588235294117622
FBSRX.csv	mse 3.0736460850023146,	r2 0.673760532054293,	mae: 1.5571873750000005
FCADX.csv	mse 5.282807010627881,	r2 0.9095005914544553,	mae: 1.9643749374999993
FCBAX.csv	mse 0.08139062499999983,	r2 0.932684255688691,	mae: 0.22906249999999945
FCBYX.csv	mse 0.03236249999999995,	r2 0.9405073762581002,	mae: 0.1387499999999996
FCIRX.csv	mse 0.7493142857142852,	r2 0.429011308923973,	mae: 0.7242857142857141
FCLTX.csv	mse 4.66786190812722,	r2 0.8071227118673804,	mae: 1.80124996875
FDFFX.csv	mse 5.356974444002817,	r2 -0.8483160115006565,	mae: 1.6539992000000012
FDKFX.csv	mse 0.2122499999999997,	r2 -0.3792408814145245,	mae: 0.38299999999999984
FDKTX.csv	mse 0.36608095238095323,	r2 0.577780515131638,	mae: 0.53952380952381
FDSCX.csv	mse 3.0165863762510945,	r2 0.7431011377688213,	mae: 1.4324995312500008
FEBAX.csv	mse 0.19716666666666646,	r2 0.3668881365607688,	mae: 0.3699999999999999
FEDTX.csv	mse 0.4932999221429989,	r2 0.8530195653289785,	mae: 0.5599999999999992
FEMCX.csv	mse 0.08561999999999939,	r2 -0.8749999999999878,	mae: 0.2099999999999998
FEUPX.csv	mse 8.488789368753181,	r2 0.18733952442804747,	mae: 2.5462503125
FFECX.csv	mse 0.4193312500000004,	r2 0.5654542157281826,	mae: 0.5518750000000001
FFEIX.csv	mse 0.4400719612500625,	r2 0.5522062678017157,	mae: 0.5646875624999999
FFGRX.csv	mse 1.0257245200012486,	r2 -0.15046405062794843,	mae: 0.8074997500000007
FFRFX.csv	mse 0.002785714285714279,	r2 -1.0557228915662873,	mae: 0.0442857142857141
FFTHX.csv	mse 0.37659380437531154,	r2 0.9094661210808386,	mae: 0.5312499999999998
FFTYX.csv	mse 1.1475675946673989,	r2 -0.7430385227196006,	mae: 0.8926671333333328
FGATX.csv	mse 0.04535937500000005,	r2 0.9117154045860927,	mae: 0.16531250000000014
FGDMX.csv	mse 19.959642232734936,	r2 0.6811636913910628,	mae: 3.9881816363636378
FGOAX.csv	mse 0.028150000000000022,	r2 0.9282872312133249,	mae: 0.13
FGTBX.csv	mse 0.06585624999999982,	r2 -0.17811646156963645,	mae: 0.2118749999999997
FGTKX.csv	mse 0.43762666666666644,	r2 -0.5884072372496376,	mae: 0.5613333333333327
FHBBX.csv	mse 0.024666666666666632,	r2 -2.6513157894737027,	mae: 0.15333333333333332
FHLFX.csv	mse 0.32049166666666645,	r2 0.013591469370569653,	mae: 0.4791666666666665
FHLKX.csv	mse 0.04492499999999994,	r2 -0.818020866266199,	mae: 0.16500000000000004
FHMIX.csv	mse 0.0,	r2 1.0,	mae: 0.0
FHVDX.csv	mse 0.24735833333333315,	r2 -0.20798868642472468,	mae: 0.4191666666666662
FIDCX.csv	mse 1.1730033675002813,	r2 0.8879379378080959,	mae: 0.8084375937499997
FIGFX.csv	mse 0.9441151250007509,	r2 0.7513241302369893,	mae: 0.8121874374999997
FIHBX.csv	mse 0.04417500000000006,	r2 0.9108752939368474,	mae: 0.15312500000000012
FIIMX.csv	mse 1.3783283443762189,	r2 0.8008353809275631,	mae: 1.0146875312500003
FIINX.csv	mse 0.12476000000000045,	r2 0.5589399852932839,	mae: 0.25600000000000095
FIJBX.csv	mse 0.05967272727272733,	r2 -1.0927482464784606,	mae: 0.1890909090909091
FIJLX.csv	mse 0.16906363636363642,	r2 -2.0594490308686266,	mae: 0.331818181818182
FIJWX.csv	mse 0.008600000000000031,	r2 -2.5202976995940585,	mae: 0.08000000000000007
FINFX.csv	mse 9.595957060006567,	r2 0.7782651201070369,	mae: 2.6984370000000006
FIOOX.csv	mse 0.4591087652174349,	r2 -0.11254279332526695,	mae: 0.6013043913043478
FIRFX.csv	mse 2.7156640468778113,	r2 0.8952850120384238,	mae: 1.3134373750000001
FIVQX.csv	mse 0.17688125000000007,	r2 0.5093951623825129,	mae: 0.3481250000000001
FJAHX.csv	mse 0.14472500000000008,	r2 -0.8153184150239992,	mae: 0.30416666666666686
FJEFX.csv	mse 0.15709166666666652,	r2 -0.6181578872070719,	mae: 0.32083333333333314
FKNRX.csv	mse 0.042921428571428444,	r2 -0.2589754717828223,	mae: 0.16785714285714295
FKQTX.csv	mse 0.03949999999999991,	r2 -0.1278553299492362,	mae: 0.15166666666666698
FKSTX.csv	mse 0.032350000000000045,	r2 0.8523988791254716,	mae: 0.1399999999999999
FLDAX.csv	mse 0.004068750000000031,	r2 0.9679657514024208,	mae: 0.049375000000000224
FLDRX.csv	mse 0.004199999999999951,	r2 -0.8153681963713917,	mae: 0.05333333333333279
FLOTX.csv	mse 0.007899999999999978,	r2 -0.6281707317073155,	mae: 0.06230769230769194
FLRLX.csv	mse 0.4121750000000001,	r2 0.1910285473155311,	mae: 0.5445000000000001
FLRRX.csv	mse 0.005849999999999983,	r2 0.8798630352043656,	mae: 0.06409090909090893
FLSJX.csv	mse 0.3864099999999997,	r2 0.19714687011735055,	mae: 0.5289999999999999
FLSPX.csv	mse 0.13383999999999968,	r2 0.19263940980155436,	mae: 0.3159999999999995
FMATX.csv	mse 0.18521999999999955,	r2 0.144812174491192,	mae: 0.38599999999999995
FMIUX.csv	mse 3.040216915001499,	r2 -0.08697705318512416,	mae: 1.4581244999999994
FMNEX.csv	mse 0.24997187499999984,	r2 0.5197508727539966,	mae: 0.4228124999999998
FMNZX.csv	mse 0.06400312499999994,	r2 0.8994479233916995,	mae: 0.19406249999999992
FMRGX.csv	mse 0.09748888888888883,	r2 -1.907223326706422,	mae: 0.24444444444444435
FNCRX.csv	mse 3.2549339700011277,	r2 0.7259366777442442,	mae: 1.4803125625000009
FNCSX.csv	mse 3.1800854185739955,	r2 -0.13925881973561705,	mae: 1.467142428571428
FNGLX.csv	mse 0.290206666666667,	r2 -0.12303286724111406,	mae: 0.4740000000000002
FNIAX.csv	mse 3.9405863418766556,	r2 0.8744651387528214,	mae: 1.65218809375
FNMAX.csv	mse 0.06749375000000002,	r2 0.8963827608245589,	mae: 0.2012500000000001
FNMIX.csv	mse 0.13962500000000017,	r2 0.9312009423684706,	mae: 0.2787500000000001
FNRAX.csv	mse 3.9417802306266627,	r2 0.7322342342975217,	mae: 1.627812968750001
FNYPX.csv	mse 0.06773749999999999,	r2 0.8962503470128179,	mae: 0.20125000000000026
FOSBX.csv	mse 3.414866235334968,	r2 0.7305053512574862,	mae: 1.469333300000001
FPADX.csv	mse 0.2512714285714286,	r2 0.8614599517113279,	mae: 0.39428571428571463
FPEFX.csv	mse 0.30915660600080025,	r2 0.9153378609566536,	mae: 0.3716668000000002
FQTHX.csv	mse 0.037719999999999705,	r2 -0.7107351807338174,	mae: 0.1359999999999994
FRSAX.csv	mse 0.00809333333333331,	r2 0.9503735270973216,	mae: 0.05933333333333325
FRVLX.csv	mse 9.16034703062752,	r2 0.6229556928917344,	mae: 2.5896876562499984
FSHCX.csv	mse 41.6356425131562,	r2 -0.5664496554712675,	mae: 5.147187124999999
FSMBX.csv	mse 0.59547,	r2 -0.7864760996156852,	mae: 0.6609999999999994
FSMQX.csv	mse 0.04813571428571436,	r2 -0.472223956057676,	mae: 0.1864285714285719
FSNZX.csv	mse 0.29453571428571473,	r2 -0.08737992088905755,	mae: 0.46500000000000025
FSOAX.csv	mse 5.282758925003686,	r2 -0.06014649620836243,	mae: 2.0146876874999995
FSTGX.csv	mse 0.021396874999999947,	r2 0.9152997025299453,	mae: 0.1090625
FSUVX.csv	mse 0.5769446090008999,	r2 -0.469216274455432,	mae: 0.6744997999999998
FTCEX.csv	mse 0.2225218749999999,	r2 0.8483844120642845,	mae: 0.3940625000000001
FTEJX.csv	mse 0.3221535714285727,	r2 0.8992382761174367,	mae: 0.44678571428571534
FTFMX.csv	mse 0.06723125000000005,	r2 0.8965879403868938,	mae: 0.2006250000000001
FTGOX.csv	mse 0.13122823312590584,	r2 0.9428576792813073,	mae: 0.2771875312499995
FTGRX.csv	mse 0.8034751050007496,	r2 0.3465920837839096,	mae: 0.7643750624999998
FTISX.csv	mse 1.5156659850018732,	r2 0.8523872931372491,	mae: 1.0228128124999993
